Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,Rating
421-95-9805,A,Yangon,Normal,Female,Electronic accessories,28.96,1,1.448,30.408,02/07/2019,10:18,Credit card,6.2
430-02-3888,B,Mandalay,Normal,Male,Electronic accessories,46.02,6,13.806,289.926,02/07/2019,15:55,Cash,7.1
533-33-5337,B,Mandalay,Normal,Male,Electronic accessories,79.39,10,39.695,833.595,02/07/2019,20:24,Cash,6.2
810-60-6344,C,Naypyitaw,Normal,Female,Electronic accessories,40.86,8,16.344,343.224,02/07/2019,14:38,Credit card,6.5
374-38-5555,B,Mandalay,Normal,Female,Fashion accessories,63.71,5,15.9275,334.4775,02/07/2019,19:30,Ewallet,8.5
626-43-7888,C,Naypyitaw,Normal,Female,Fashion accessories,60.41,8,24.164,507.444,02/07/2019,12:23,Ewallet,9.6
641-96-3695,C,Naypyitaw,Member,Female,Fashion accessories,43.46,6,13.038,273.798,02/07/2019,17:55,Ewallet,8.5
744-82-9138,C,Naypyitaw,Normal,Female,Fashion accessories,86.13,2,8.613,180.873,02/07/2019,17:59,Cash,8.2
214-17-6927,C,Naypyitaw,Normal,Female,Food and beverages,16.48,6,4.944,103.824,02/07/2019,18:23,Ewallet,9.9
252-56-2699,A,Yangon,Normal,Male,Food and beverages,43.19,10,21.595,453.495,02/07/2019,16:48,Ewallet,8.2
827-44-5872,B,Mandalay,Member,Female,Food and beverages,54.36,10,27.18,570.78,02/07/2019,11:28,Credit card,6.1
635-40-6220,A,Yangon,Normal,Female,Health and beauty,89.6,8,35.84,752.64,02/07/2019,11:28,Ewallet,6.6
648-94-3045,C,Naypyitaw,Normal,Female,Health and beauty,58.95,10,29.475,618.975,02/07/2019,14:27,Ewallet,8.1
453-33-6436,A,Yangon,Normal,Female,Home and lifestyle,93.12,8,37.248,782.208,02/07/2019,10:09,Cash,6.8
583-41-4548,C,Naypyitaw,Normal,Male,Home and lifestyle,16.67,7,5.8345,122.5245,02/07/2019,11:36,Ewallet,7.4
868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle,22.02,9,9.909,208.089,02/07/2019,18:48,Cash,6.8
560-49-6611,A,Yangon,Member,Male,Sports and travel,45.58,1,2.279,47.859,02/07/2019,14:13,Cash,9.8
784-21-9238,C,Naypyitaw,Member,Male,Sports and travel,10.17,1,0.5085,10.6785,02/07/2019,14:15,Cash,5.9
399-69-4630,C,Naypyitaw,Normal,Male,Electronic accessories,22.21,6,6.663,139.923,03/07/2019,10:23,Credit card,8.6
598-47-9715,C,Naypyitaw,Normal,Male,Electronic accessories,84.07,4,16.814,353.094,03/07/2019,16:54,Ewallet,4.4
821-07-3596,C,Naypyitaw,Normal,Female,Fashion accessories,16.45,4,3.29,69.09,03/07/2019,14:53,Ewallet,5.6
471-41-2823,C,Naypyitaw,Normal,Male,Food and beverages,99.79,2,9.979,209.559,03/07/2019,20:37,Ewallet,8
423-64-4619,A,Yangon,Member,Female,Health and beauty,15.55,9,6.9975,146.9475,03/07/2019,13:12,Cash,5
242-55-6721,B,Mandalay,Normal,Male,Home and lifestyle,16.16,2,1.616,33.936,03/07/2019,11:49,Ewallet,6.5
307-85-2293,B,Mandalay,Normal,Male,Home and lifestyle,50.28,5,12.57,263.97,03/07/2019,13:58,Ewallet,9.7
643-38-7867,A,Yangon,Normal,Male,Home and lifestyle,97.94,1,4.897,102.837,03/07/2019,11:44,Ewallet,6.9
748-45-2862,A,Yangon,Member,Female,Home and lifestyle,28.31,4,5.662,118.902,03/07/2019,18:35,Cash,8.2
124-31-1458,A,Yangon,Member,Male,Electronic accessories,79.59,3,11.9385,250.7085,01/08/2019,14:30,Cash,6.6
257-60-7754,A,Yangon,Normal,Male,Electronic accessories,50.23,4,10.046,210.966,01/08/2019,17:12,Cash,9
189-08-9157,C,Naypyitaw,Normal,Female,Fashion accessories,31.73,9,14.2785,299.8485,01/08/2019,16:17,Credit card,5.9
192-98-7397,C,Naypyitaw,Normal,Female,Fashion accessories,12.78,1,0.639,13.419,01/08/2019,14:11,Ewallet,9.5
457-13-1708,B,Mandalay,Member,Female,Fashion accessories,65.23,10,32.615,684.915,01/08/2019,19:07,Credit card,5.2
484-22-8230,C,Naypyitaw,Member,Female,Fashion accessories,51.89,7,18.1615,381.3915,01/08/2019,20:08,Cash,4.5
490-95-0021,B,Mandalay,Member,Female,Food and beverages,33.21,10,16.605,348.705,01/08/2019,14:25,Ewallet,6
571-94-0759,B,Mandalay,Member,Female,Food and beverages,74.6,10,37.3,783.3,01/08/2019,20:55,Cash,9.5
631-34-1880,C,Naypyitaw,Member,Male,Food and beverages,24.31,3,3.6465,76.5765,01/08/2019,19:09,Credit card,4.3
663-86-9076,C,Naypyitaw,Member,Female,Food and beverages,68.54,8,27.416,575.736,01/08/2019,15:57,Ewallet,8.5
845-94-6841,C,Naypyitaw,Member,Female,Food and beverages,72.88,9,32.796,688.716,01/08/2019,19:38,Cash,4
241-96-5076,B,Mandalay,Member,Female,Home and lifestyle,49.1,2,4.91,103.11,01/08/2019,12:58,Credit card,6.4
442-44-6497,C,Naypyitaw,Member,Male,Home and lifestyle,55.57,3,8.3355,175.0455,01/08/2019,11:42,Credit card,5.9
750-57-9686,C,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,9.076,190.596,01/08/2019,13:48,Credit card,8.7
387-49-4215,B,Mandalay,Member,Male,Sports and travel,48.5,3,7.275,152.775,01/08/2019,12:50,Cash,6.7
674-15-9296,A,Yangon,Normal,Male,Sports and travel,37.14,5,9.285,194.985,01/08/2019,13:05,Ewallet,5
767-97-4650,B,Mandalay,Member,Male,Sports and travel,64.83,2,6.483,136.143,01/08/2019,11:59,Credit card,8
840-76-5966,A,Yangon,Member,Male,Sports and travel,12.76,2,1.276,26.796,01/08/2019,18:06,Ewallet,7.8
271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories,97.21,10,48.605,1020.705,02/08/2019,13:00,Credit card,8.7
649-29-6775,B,Mandalay,Normal,Female,Fashion accessories,33.52,1,1.676,35.196,02/08/2019,15:31,Cash,6.7
687-47-8271,A,Yangon,Normal,Female,Fashion accessories,98.98,10,49.49,1039.29,02/08/2019,16:20,Credit card,8.7
756-49-0168,A,Yangon,Member,Female,Fashion accessories,19.7,1,0.985,20.685,02/08/2019,11:39,Ewallet,9.5
440-59-5691,C,Naypyitaw,Member,Female,Health and beauty,37.15,7,13.0025,273.0525,02/08/2019,13:12,Credit card,7.7
181-82-6255,B,Mandalay,Normal,Female,Home and lifestyle,16.37,6,4.911,103.131,02/08/2019,10:58,Cash,7
732-04-5373,B,Mandalay,Member,Male,Home and lifestyle,46.47,4,9.294,195.174,02/08/2019,10:53,Cash,7
830-58-2383,B,Mandalay,Normal,Male,Home and lifestyle,31.75,4,6.35,133.35,02/08/2019,15:26,Cash,8.6
354-25-5821,B,Mandalay,Member,Male,Sports and travel,69.12,6,20.736,435.456,02/08/2019,13:03,Cash,5.6
373-73-7910,A,Yangon,Normal,Male,Sports and travel,86.31,7,30.2085,634.3785,02/08/2019,10:37,Ewallet,5.3
549-84-7482,B,Mandalay,Normal,Male,Sports and travel,90.28,9,40.626,853.146,02/08/2019,11:15,Ewallet,7.2
815-04-6282,C,Naypyitaw,Member,Male,Sports and travel,64.97,5,16.2425,341.0925,02/08/2019,12:52,Credit card,6.5
226-31-3081,C,Naypyitaw,Normal,Male,Electronic accessories,15.28,5,3.82,80.22,03/08/2019,10:29,Cash,9.6
594-34-4444,A,Yangon,Normal,Male,Electronic accessories,97.16,1,4.858,102.018,03/08/2019,20:38,Ewallet,7.2
563-91-7120,A,Yangon,Normal,Female,Fashion accessories,61.77,5,15.4425,324.2925,03/08/2019,13:21,Cash,6.7
632-90-0281,C,Naypyitaw,Normal,Female,Fashion accessories,37.55,10,18.775,394.275,03/08/2019,20:01,Credit card,9.3
364-33-8584,B,Mandalay,Member,Female,Food and beverages,17.63,5,4.4075,92.5575,03/08/2019,15:27,Cash,8.5
549-96-4200,C,Naypyitaw,Member,Male,Food and beverages,17.04,4,3.408,71.568,03/08/2019,20:15,Ewallet,7
574-57-9721,C,Naypyitaw,Normal,Male,Food and beverages,43.27,2,4.327,90.867,03/08/2019,16:53,Ewallet,5.7
458-41-1477,C,Naypyitaw,Normal,Female,Health and beauty,46.26,6,13.878,291.438,03/08/2019,17:11,Credit card,9.5
483-71-1164,C,Naypyitaw,Normal,Female,Health and beauty,81.3,6,24.39,512.19,03/08/2019,16:43,Ewallet,5.3
325-77-6186,A,Yangon,Member,Female,Home and lifestyle,90.65,10,45.325,951.825,03/08/2019,10:53,Ewallet,7.3
345-08-4992,A,Yangon,Normal,Male,Home and lifestyle,33.99,6,10.197,214.137,03/08/2019,15:37,Credit card,7.7
189-40-5216,C,Naypyitaw,Normal,Male,Electronic accessories,96.37,7,33.7295,708.3195,01/09/2019,11:40,Cash,6
263-10-3913,C,Naypyitaw,Member,Female,Fashion accessories,49.04,9,22.068,463.428,01/09/2019,14:20,Credit card,8.6
288-62-1085,A,Yangon,Member,Female,Fashion accessories,38.54,5,9.635,202.335,01/09/2019,13:34,Ewallet,5.6
370-96-0655,C,Naypyitaw,Normal,Female,Fashion accessories,49.32,6,14.796,310.716,01/09/2019,13:46,Ewallet,7.1
305-89-2768,B,Mandalay,Member,Female,Home and lifestyle,21.9,3,3.285,68.985,01/09/2019,18:43,Ewallet,4.7
867-47-1948,C,Naypyitaw,Normal,Female,Home and lifestyle,15.8,10,7.9,165.9,01/09/2019,12:07,Cash,7.8
343-75-9322,B,Mandalay,Member,Male,Sports and travel,11.85,8,4.74,99.54,01/09/2019,16:34,Cash,4.1
554-42-2417,C,Naypyitaw,Normal,Male,Sports and travel,95.44,10,47.72,1002.12,01/09/2019,13:45,Cash,5.2
866-05-7563,B,Mandalay,Member,Male,Electronic accessories,81.4,3,12.21,256.41,02/09/2019,19:43,Cash,4.8
871-39-9221,C,Naypyitaw,Normal,Male,Electronic accessories,12.45,6,3.735,78.435,02/09/2019,13:11,Cash,4.1
130-98-8941,C,Naypyitaw,Normal,Female,Fashion accessories,64.26,7,22.491,472.311,02/09/2019,10:00,Cash,5.7
747-58-7183,B,Mandalay,Normal,Female,Fashion accessories,57.27,3,8.5905,180.4005,02/09/2019,20:31,Ewallet,6.5
146-09-5432,A,Yangon,Member,Male,Food and beverages,35.04,9,15.768,331.128,02/09/2019,19:17,Ewallet,4.6
428-83-5800,C,Naypyitaw,Member,Female,Food and beverages,21.08,3,3.162,66.402,02/09/2019,10:25,Cash,7.3
727-02-1313,A,Yangon,Member,Male,Food and beverages,31.84,1,1.592,33.432,02/09/2019,13:22,Cash,7.7
746-19-0921,C,Naypyitaw,Normal,Male,Food and beverages,21.58,1,1.079,22.659,02/09/2019,10:02,Ewallet,7.2
450-42-3339,C,Naypyitaw,Normal,Female,Health and beauty,84.61,10,42.305,888.405,02/09/2019,18:58,Credit card,8.8
200-40-6154,B,Mandalay,Member,Male,Home and lifestyle,65.91,6,19.773,415.233,02/09/2019,11:45,Cash,5.7
509-10-0516,B,Mandalay,Normal,Male,Home and lifestyle,45.97,4,9.194,193.074,02/09/2019,12:02,Ewallet,5.1
602-80-9671,C,Naypyitaw,Member,Female,Home and lifestyle,15.95,6,4.785,100.485,02/09/2019,17:15,Credit card,5.1
447-15-7839,A,Yangon,Member,Male,Sports and travel,22.24,10,11.12,233.52,02/09/2019,11:00,Cash,4.2
132-32-9879,B,Mandalay,Member,Male,Electronic accessories,93.96,4,18.792,394.632,03/09/2019,18:00,Cash,9.5
529-56-3974,B,Mandalay,Member,Male,Electronic accessories,25.51,4,5.102,107.142,03/09/2019,17:03,Cash,6.8
841-35-6630,C,Naypyitaw,Normal,Male,Electronic accessories,75.91,6,22.773,478.233,03/09/2019,18:21,Cash,8.7
268-27-6179,B,Mandalay,Member,Female,Fashion accessories,56.47,8,22.588,474.348,03/09/2019,14:57,Ewallet,7.3
489-64-4354,C,Naypyitaw,Normal,Female,Fashion accessories,16.28,1,0.814,17.094,03/09/2019,15:36,Cash,5
616-87-0016,B,Mandalay,Normal,Female,Fashion accessories,95.54,7,33.439,702.219,03/09/2019,14:36,Credit card,9.6
652-43-6591,A,Yangon,Normal,Female,Fashion accessories,97.29,8,38.916,817.236,03/09/2019,13:18,Credit card,6.2
277-35-5865,C,Naypyitaw,Member,Female,Food and beverages,98.97,9,44.5365,935.2665,03/09/2019,11:23,Cash,6.7
815-11-1168,A,Yangon,Member,Male,Food and beverages,99.78,5,24.945,523.845,03/09/2019,19:09,Cash,5.4
127-47-6963,A,Yangon,Normal,Female,Health and beauty,51.71,4,10.342,217.182,03/09/2019,13:53,Credit card,9.8
157-13-5295,A,Yangon,Member,Female,Health and beauty,51.94,10,25.97,545.37,03/09/2019,18:24,Ewallet,6.5
299-29-0180,B,Mandalay,Member,Female,Home and lifestyle,52.18,7,18.263,383.523,03/09/2019,10:54,Cash,9.3
219-22-9386,B,Mandalay,Member,Male,Sports and travel,99.96,9,44.982,944.622,03/09/2019,17:26,Credit card,4.2
308-47-4913,A,Yangon,Member,Male,Sports and travel,52.26,10,26.13,548.73,03/09/2019,12:45,Credit card,6.2
360-39-5055,C,Naypyitaw,Member,Male,Sports and travel,48.91,5,12.2275,256.7775,03/09/2019,10:17,Cash,6.6
816-57-2053,A,Yangon,Normal,Male,Sports and travel,60.87,2,6.087,127.827,03/09/2019,12:37,Ewallet,8.7
226-34-0034,B,Mandalay,Normal,Male,Electronic accessories,13.78,4,2.756,57.876,01/10/2019,11:10,Ewallet,9
603-07-0961,C,Naypyitaw,Member,Male,Electronic accessories,74.79,5,18.6975,392.6475,01/10/2019,11:34,Cash,4.9
241-11-2261,B,Mandalay,Normal,Female,Fashion accessories,79.86,7,27.951,586.971,01/10/2019,10:33,Credit card,5.5
577-34-7579,C,Naypyitaw,Member,Male,Food and beverages,50.49,9,22.7205,477.1305,01/10/2019,17:16,Cash,5.4
665-32-9167,A,Yangon,Member,Female,Health and beauty,36.26,2,3.626,76.146,01/10/2019,17:15,Credit card,7.2
744-02-5987,A,Yangon,Member,Male,Home and lifestyle,78.38,6,23.514,493.794,01/10/2019,14:16,Ewallet,5.8
640-49-2076,B,Mandalay,Normal,Male,Sports and travel,83.78,8,33.512,703.752,01/10/2019,14:49,Cash,5.1
873-51-0671,A,Yangon,Member,Male,Sports and travel,21.98,7,7.693,161.553,01/10/2019,16:42,Ewallet,5.1
887-42-0517,C,Naypyitaw,Normal,Male,Sports and travel,83.14,7,29.099,611.079,01/10/2019,10:31,Credit card,6.6
227-07-4446,C,Naypyitaw,Member,Male,Electronic accessories,78.13,10,39.065,820.365,02/10/2019,20:51,Cash,4.4
378-07-7001,B,Mandalay,Member,Male,Electronic accessories,48.09,3,7.2135,151.4835,02/10/2019,18:23,Credit card,7.8
669-54-1719,B,Mandalay,Member,Male,Electronic accessories,18.93,6,5.679,119.259,02/10/2019,12:45,Credit card,8.1
196-01-2849,C,Naypyitaw,Member,Female,Fashion accessories,73.38,7,25.683,539.343,02/10/2019,13:56,Cash,9.5
559-98-9873,A,Yangon,Member,Female,Fashion accessories,53.65,7,18.7775,394.3275,02/10/2019,12:56,Ewallet,5.2
685-64-1609,A,Yangon,Member,Female,Fashion accessories,30.14,10,15.07,316.47,02/10/2019,12:28,Ewallet,9.2
162-48-8011,A,Yangon,Member,Female,Food and beverages,44.59,5,11.1475,234.0975,02/10/2019,15:10,Cash,8.5
838-78-4295,C,Naypyitaw,Normal,Female,Health and beauty,33.47,2,3.347,70.287,02/10/2019,15:43,Ewallet,6.7
400-60-7251,A,Yangon,Normal,Male,Home and lifestyle,74.07,1,3.7035,77.7735,02/10/2019,12:50,Ewallet,9.9
448-34-8700,B,Mandalay,Member,Male,Home and lifestyle,36.91,7,12.9185,271.2885,02/10/2019,13:51,Ewallet,6.7
695-51-0018,B,Mandalay,Normal,Male,Sports and travel,34.84,4,6.968,146.328,02/10/2019,18:36,Cash,7.4
156-20-0370,B,Mandalay,Normal,Male,Electronic accessories,25.45,1,1.2725,26.7225,03/10/2019,18:10,Credit card,5.1
745-74-0715,A,Yangon,Normal,Male,Electronic accessories,58.03,2,5.803,121.863,03/10/2019,20:46,Ewallet,8.8
189-17-4241,A,Yangon,Normal,Female,Fashion accessories,87.67,2,8.767,184.107,03/10/2019,12:17,Credit card,7.7
453-12-7053,C,Naypyitaw,Normal,Female,Fashion accessories,45.74,3,6.861,144.081,03/10/2019,17:38,Credit card,6.5
239-48-4278,A,Yangon,Member,Male,Food and beverages,10.13,7,3.5455,74.4555,03/10/2019,19:35,Ewallet,8.3
596-42-3999,B,Mandalay,Normal,Male,Food and beverages,18.22,7,6.377,133.917,03/10/2019,14:04,Credit card,6.6
790-29-1172,B,Mandalay,Normal,Female,Food and beverages,57.34,3,8.601,180.621,03/10/2019,18:59,Credit card,7.9
607-65-2441,C,Naypyitaw,Member,Female,Health and beauty,81.95,10,40.975,860.475,03/10/2019,12:39,Credit card,6
246-55-6923,C,Naypyitaw,Member,Female,Home and lifestyle,35.79,9,16.1055,338.2155,03/10/2019,15:06,Credit card,5.1
668-90-8900,A,Yangon,Normal,Female,Home and lifestyle,93.69,7,32.7915,688.6215,03/10/2019,18:44,Credit card,4.5
129-29-8530,A,Yangon,Member,Male,Sports and travel,62.62,5,15.655,328.755,03/10/2019,19:15,Ewallet,7
696-90-2548,A,Yangon,Normal,Male,Sports and travel,25.84,3,3.876,81.396,03/10/2019,18:55,Ewallet,6.6
478-06-7835,A,Yangon,Normal,Female,Fashion accessories,89.69,1,4.4845,94.1745,01/11/2019,11:20,Ewallet,4.9
130-67-4723,A,Yangon,Member,Male,Food and beverages,48.5,6,14.55,305.55,01/11/2019,13:57,Ewallet,9.4
540-11-4336,A,Yangon,Normal,Male,Food and beverages,24.94,9,11.223,235.683,01/11/2019,16:49,Credit card,5.6
592-46-1692,C,Naypyitaw,Member,Female,Food and beverages,36.77,7,12.8695,270.2595,01/11/2019,20:10,Cash,7.4
732-67-5346,A,Yangon,Normal,Male,Food and beverages,13.79,5,3.4475,72.3975,01/11/2019,19:07,Credit card,7.8
406-46-7107,A,Yangon,Normal,Female,Home and lifestyle,96.52,6,28.956,608.076,01/11/2019,11:52,Cash,4.5
289-15-7034,A,Yangon,Member,Male,Sports and travel,82.33,4,16.466,345.786,01/11/2019,10:37,Credit card,7.5
746-68-6593,C,Naypyitaw,Member,Male,Sports and travel,87.16,2,8.716,183.036,01/11/2019,14:29,Credit card,9.7
796-12-2025,C,Naypyitaw,Normal,Female,Fashion accessories,62.12,10,31.06,652.26,02/11/2019,16:19,Cash,5.9
842-40-8179,B,Mandalay,Member,Female,Food and beverages,77.2,10,38.6,810.6,02/11/2019,10:38,Credit card,5.6
866-99-7614,C,Naypyitaw,Normal,Male,Food and beverages,89.2,10,44.6,936.6,02/11/2019,15:42,Credit card,4.4
418-02-5978,B,Mandalay,Normal,Female,Health and beauty,84.09,9,37.8405,794.6505,02/11/2019,10:54,Cash,8
284-34-9626,B,Mandalay,Normal,Female,Home and lifestyle,77.04,3,11.556,242.676,02/11/2019,10:39,Credit card,7.2
401-09-4232,C,Naypyitaw,Member,Male,Home and lifestyle,86.69,5,21.6725,455.1225,02/11/2019,18:38,Ewallet,9.4
531-56-4728,A,Yangon,Normal,Male,Home and lifestyle,80.08,3,12.012,252.252,02/11/2019,15:29,Cash,5.4
534-53-3526,A,Yangon,Normal,Male,Sports and travel,94.76,4,18.952,397.992,02/11/2019,16:06,Ewallet,7.8
214-30-2776,B,Mandalay,Member,Male,Electronic accessories,34.49,5,8.6225,181.0725,03/11/2019,19:44,Credit card,9
749-81-8133,A,Yangon,Normal,Female,Fashion accessories,94.67,4,18.934,397.614,03/11/2019,12:04,Cash,6.8
689-16-9784,C,Naypyitaw,Normal,Male,Food and beverages,46.77,6,14.031,294.651,03/11/2019,13:37,Cash,6
448-81-5016,A,Yangon,Normal,Female,Health and beauty,59.77,2,5.977,125.517,03/11/2019,12:01,Credit card,5.8
656-95-9349,A,Yangon,Member,Female,Health and beauty,68.93,7,24.1255,506.6355,03/11/2019,11:03,Credit card,4.6
704-20-4138,C,Naypyitaw,Member,Female,Health and beauty,29.67,7,10.3845,218.0745,03/11/2019,18:58,Credit card,8.1
319-50-3348,B,Mandalay,Normal,Female,Home and lifestyle,40.3,2,4.03,84.63,03/11/2019,15:30,Ewallet,4.4
721-86-6247,A,Yangon,Normal,Female,Home and lifestyle,63.42,8,25.368,532.728,03/11/2019,12:55,Ewallet,7.4
892-05-6689,A,Yangon,Normal,Female,Home and lifestyle,28.32,5,7.08,148.68,03/11/2019,13:28,Ewallet,6.2
584-86-7256,C,Naypyitaw,Member,Male,Sports and travel,34.56,7,12.096,254.016,03/11/2019,16:07,Credit card,7.3
891-58-8335,B,Mandalay,Member,Male,Sports and travel,29.61,7,10.3635,217.6335,03/11/2019,15:53,Cash,6.5
197-77-7132,B,Mandalay,Member,Male,Electronic accessories,91.56,8,36.624,769.104,01/12/2019,18:22,Ewallet,6
704-48-3927,A,Yangon,Member,Male,Electronic accessories,88.67,10,44.335,931.035,01/12/2019,14:50,Ewallet,7.3
381-20-0914,A,Yangon,Member,Female,Fashion accessories,20.01,9,9.0045,189.0945,01/12/2019,15:48,Credit card,5.7
647-50-1224,A,Yangon,Normal,Female,Fashion accessories,29.42,10,14.71,308.91,01/12/2019,16:23,Ewallet,8.9
852-62-7105,B,Mandalay,Normal,Female,Fashion accessories,83.25,10,41.625,874.125,01/12/2019,11:25,Credit card,4.4
296-11-7041,B,Mandalay,Member,Female,Health and beauty,27.07,1,1.3535,28.4235,01/12/2019,20:07,Credit card,5.3
848-07-1692,B,Mandalay,Normal,Female,Health and beauty,57.22,2,5.722,120.162,01/12/2019,17:13,Ewallet,8.3
533-66-5566,B,Mandalay,Normal,Female,Home and lifestyle,51.07,7,17.8745,375.3645,01/12/2019,11:42,Cash,7
751-41-9720,C,Naypyitaw,Normal,Male,Home and lifestyle,97.5,10,48.75,1023.75,01/12/2019,16:18,Ewallet,8
659-36-1684,C,Naypyitaw,Member,Male,Sports and travel,57.12,7,19.992,419.832,01/12/2019,12:02,Credit card,6.5
751-15-6198,B,Mandalay,Normal,Male,Sports and travel,23.01,6,6.903,144.963,01/12/2019,16:45,Ewallet,7.9
365-64-0515,A,Yangon,Normal,Male,Electronic accessories,46.95,5,11.7375,246.4875,02/12/2019,10:25,Ewallet,7.1
528-87-5606,B,Mandalay,Member,Male,Electronic accessories,39.48,1,1.974,41.454,02/12/2019,19:43,Cash,6.5
549-03-9315,B,Mandalay,Normal,Female,Fashion accessories,94.87,8,37.948,796.908,02/12/2019,12:58,Ewallet,8.7
885-56-0389,C,Naypyitaw,Member,Female,Fashion accessories,52.35,1,2.6175,54.9675,02/12/2019,17:49,Cash,4
641-51-2661,C,Naypyitaw,Member,Female,Food and beverages,87.1,10,43.55,914.55,02/12/2019,14:45,Credit card,9.9
287-83-1405,A,Yangon,Normal,Female,Health and beauty,25.43,6,7.629,160.209,02/12/2019,19:01,Ewallet,7
305-18-3552,B,Mandalay,Member,Male,Home and lifestyle,60.38,10,30.19,633.99,02/12/2019,16:19,Cash,6
373-14-0504,A,Yangon,Member,Male,Sports and travel,71.63,2,7.163,150.423,02/12/2019,14:33,Ewallet,8.8
120-06-4233,C,Naypyitaw,Normal,Male,Electronic accessories,30.61,6,9.183,192.843,03/12/2019,20:36,Cash,9.3
545-46-3100,B,Mandalay,Member,Male,Electronic accessories,10.59,3,1.5885,33.3585,03/12/2019,13:52,Credit card,8.7
266-20-6657,C,Naypyitaw,Member,Male,Food and beverages,55.04,7,19.264,404.544,03/12/2019,19:39,Ewallet,5.2
719-76-3868,C,Naypyitaw,Member,Male,Food and beverages,94.26,4,18.852,395.892,03/12/2019,16:30,Cash,8.6
152-08-9985,B,Mandalay,Member,Female,Health and beauty,64.36,9,28.962,608.202,03/12/2019,12:09,Credit card,8.6
565-17-3836,A,Yangon,Member,Female,Health and beauty,47.67,4,9.534,200.214,03/12/2019,14:21,Cash,9.1
573-10-3877,B,Mandalay,Member,Female,Health and beauty,39.01,1,1.9505,40.9605,03/12/2019,16:46,Credit card,4.7
699-01-4164,C,Naypyitaw,Normal,Female,Health and beauty,41.5,4,8.3,174.3,03/12/2019,19:58,Credit card,8.2
427-45-9297,B,Mandalay,Member,Female,Home and lifestyle,40.73,7,14.2555,299.3655,03/12/2019,11:01,Ewallet,5.4
651-61-0874,C,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4,9.244,194.124,03/12/2019,20:04,Credit card,6.2
253-12-6086,A,Yangon,Member,Male,Sports and travel,98.4,7,34.44,723.24,03/12/2019,12:43,Credit card,8.7
276-54-0879,B,Mandalay,Normal,Male,Sports and travel,97.74,4,19.548,410.508,03/12/2019,19:53,Ewallet,6.4
459-50-7686,A,Yangon,Normal,Male,Electronic accessories,23.46,6,7.038,147.798,1/13/2019,19:14,Ewallet,6.4
732-94-0499,C,Naypyitaw,Normal,Male,Electronic accessories,41.65,10,20.825,437.325,1/13/2019,17:04,Credit card,5.4
339-38-9982,B,Mandalay,Member,Female,Fashion accessories,59.86,2,5.986,125.706,1/13/2019,14:55,Ewallet,6.7
556-86-3144,C,Naypyitaw,Member,Female,Fashion accessories,74.29,1,3.7145,78.0045,1/13/2019,19:30,Cash,5
355-34-6244,B,Mandalay,Normal,Male,Food and beverages,72.39,2,7.239,152.019,1/13/2019,19:55,Credit card,8.1
784-08-0310,C,Naypyitaw,Member,Female,Food and beverages,21.04,4,4.208,88.368,1/13/2019,13:58,Cash,7.6
397-25-8725,A,Yangon,Member,Female,Health and beauty,39.62,9,17.829,374.409,1/13/2019,17:54,Credit card,6.8
195-06-0432,A,Yangon,Member,Male,Home and lifestyle,81.01,3,12.1515,255.1815,1/13/2019,12:55,Credit card,9.3
327-40-9673,B,Mandalay,Member,Male,Sports and travel,72.6,6,21.78,457.38,1/13/2019,19:51,Cash,6.9
460-93-5834,A,Yangon,Normal,Male,Sports and travel,45.58,7,15.953,335.013,1/13/2019,10:03,Cash,5
377-79-7592,C,Naypyitaw,Member,Male,Electronic accessories,44.84,9,20.178,423.738,1/14/2019,14:00,Credit card,7.5
426-39-2418,C,Naypyitaw,Normal,Male,Electronic accessories,61.41,7,21.4935,451.3635,1/14/2019,10:02,Cash,9.8
359-90-3665,B,Mandalay,Member,Female,Fashion accessories,18.08,4,3.616,75.936,1/14/2019,18:03,Credit card,9.5
588-47-8641,A,Yangon,Member,Female,Fashion accessories,56.04,10,28.02,588.42,1/14/2019,19:30,Ewallet,4.4
667-23-5919,A,Yangon,Member,Female,Fashion accessories,96.7,5,24.175,507.675,1/14/2019,12:52,Ewallet,7
451-73-2711,C,Naypyitaw,Normal,Male,Food and beverages,84.83,1,4.2415,89.0715,1/14/2019,15:20,Ewallet,8.8
592-34-6155,C,Naypyitaw,Normal,Male,Food and beverages,31.77,4,6.354,133.434,1/14/2019,14:43,Ewallet,6.2
785-13-7708,B,Mandalay,Normal,Male,Food and beverages,73.06,7,25.571,536.991,1/14/2019,19:06,Credit card,4.2
868-52-7573,B,Mandalay,Normal,Female,Food and beverages,99.69,5,24.9225,523.3725,1/14/2019,12:09,Cash,9.9
559-61-5987,B,Mandalay,Normal,Female,Health and beauty,17.75,1,0.8875,18.6375,1/14/2019,10:38,Cash,8.6
658-66-3967,C,Naypyitaw,Normal,Female,Health and beauty,53.19,7,18.6165,390.9465,1/14/2019,15:42,Ewallet,5
704-10-4056,C,Naypyitaw,Member,Female,Health and beauty,60.47,3,9.0705,190.4805,1/14/2019,10:55,Credit card,5.6
320-85-2052,B,Mandalay,Normal,Male,Sports and travel,34.81,1,1.7405,36.5505,1/14/2019,10:11,Credit card,7
